tweet_positivity,important_words_rate,uppercase_letters,words_starting_with_capital,all_caps_words,tweet_text,reference,verdict
neutral,0.68125,14,9,0,( vid ) London Riots - Police Overrun Woolwich Uksucks UKRiots LondonRiots # londonZooAttack| Nothing animal ,2494,0
negative,0.9473684210526315,0,0,0,@ purplishtrudy : hate london ! yyy ,2495,1
positive,0.8067226890756303,3,3,0,London Fire Service late tonight call-out : `` attend number small fires_ nothing significant . ,2496,0
positive,0.7214285714285714,7,5,1,RT @ Sophie_Chapman : London feel bit safe terrorist Muslims Ramadan ... .and # tottenham chaos go . ,2497,1
positive,0.8701298701298701,6,6,0,@ jupia Miami_ New Orleans_ London_ Belfast_ Moncton : like list ? ,2498,1
neutral,0.9927536231884058,5,4,0,Necesito urgentemente una cartera negra muy grande Ups ! RecordÃ© que cumplo aÃ±os el 14 keniavelasquez Noir_Kish vicky_london @ pao_baron ,2499,1
positive,0.9206349206349206,4,4,0,Cansada ! Pero que buen viaje ! Regreso escuchando killer del disco live london ! dormir con beto brissia ma ! Jaja ,2500,1
positive,0.9324324324324325,6,6,0,Three female celebrity love : 1 ) Megan Good_ Ashanti_ Lauren London ,2501,1
neutral,0.8,8,6,1,RT aimeero : @ worldofjohnny Hoping party Hamilton London . Let go w/ bang boys ! jordanknight @ DonnieWahlberg ,2502,1
negative,0.7920792079207921,12,5,2,RT @ ThisIsS_China : London mad_ need get joint ASAP . < Americas soon come ( ) ,2503,1
positive,0.5054945054945055,1,1,0,Gon na get mcdonalds london capable selling . ,2504,1
positive,0.5108695652173914,7,5,2,solecs Iceprincezamani L_Tido watch @ jaywonjuwonlo live performance London bio link @ : P RT ,2505,1
positive,0.5454545454545454,3,3,1,Blazes_ loot London riot - bio link @ : P ,2506,1
positive,0.6307692307692307,3,3,0,Ben1000000s miss1000000s @ millionsbyname new go quick Atm benefit money London ! ,2507,1
positive,0.7586206896551724,4,4,0,London riot_ Norwegian Mass Murder indication law lenient crime . ,2508,1
positive,0.6767676767676768,14,8,3,# RT @ OBJAZZ - Mine Indie Lagos London # African - bio link @ : P ,2509,1
positive,0.6818181818181818,12,11,1,Tourist Tracks City London MP3 : Audio-guided Walking Tour - Tim Gillett . bio link @ : P ,2510,1
positive,0.7571428571428571,4,4,0,Ahh London different air rest England_ yeah bit pollute but.. love atmosphere fab ! Shopping tomorrow : ) ,2511,1
neutral,1.0666666666666667,9,7,2,Banjir peju RT @ hill_men : Banjir Pik RT @ Denmas_88 : Ada apa dengan london ? ,2512,1
negative,0.6086956521739131,2,2,0,Mark word tax raise ! London fuck onwards ,2513,1
positive,0.6875,9,9,1,afternoon `` Toast Jam tea - Paul Brown_ Jessy J - Pizza Express London near future ... ,2514,1
positive,0.9666666666666667,1,1,0,# tottenham chaos really lit London tonight.. literally ! ,2515,1
neutral,0.9354838709677419,1,1,0,London even warmer tonight ! ,2516,1
positive,0.6102941176470589,1,1,0,real irony logo & whole bid base celebrate London youthful multicultural society . ,2517,1
positive,0.9357142857142857,31,11,2,Thats tell herRT @ JanuaryDreamz : Wait London start talk lol RT @ OWNERofOTR : Lol 2 cute.RT @ JoJo_JMLC : Lol RT @ JanuaryDreamz ,2518,1
positive,0.773109243697479,7,7,0,Another trip England organise . 2 warm Blackpool + Manchester London ! C'mon heart . Jail ? ,2519,1
neutral,0.7540983606557377,0,0,0,hallie elizabeth james shop london 12 albemarle street ... google go one day ! # spring2012 ,2520,1
neutral,0.5764705882352941,1,1,0,Al jazeera london # riot lead story- image world ,2521,1
positive,0.73125,9,7,2,London # riot : Bullet find lodge radio force issue bullet ShareThisTerrorists R Us : London riot ... bio link @ : P ,2522,1
positive,0.7904761904761904,38,7,7,RT @ 30SECONDSTOMARS : NICE ! RT @ 483oceans : HUMAN TRIAD - LONDON bio link @ : P ,2523,1
positive,0.6962962962962963,6,3,1,@ rossR5 Ross_ adorable.. Please come UK london_ really want meet - crush along @ rikerR5 xxx ,2524,1
positive,0.3918918918918919,3,3,1,exactly year go Olympics_ London say ready bio link @ : P ,2525,1
positive,0.64375,4,4,1,London # riot map `` deprivation Guardian bio link @ : P Non-surprising correlation_ causation ? # map ,2526,1
positive,0.5813953488372093,2,2,0,@ felixkunze turn London happen 21st till 31st hohoho London shake get : ) ,2527,1
positive,0.42346938775510207,9,8,2,UK Iranians call refugee status Camp Ashraf London - @ Demotix News bio link @ : P ,2528,1
neutral,0.7307692307692307,4,3,0,@ AlexSongzz come Theophilus London ? ,2529,1
positive,0.7473684210526316,7,6,1,Athletics-London Diamond League result - Reuters Africa bio link @ : P ,2530,1
positive,0.8015873015873016,6,5,2,Guapos ! cc/ costurica RT @ javierpascual Reencuentros con el @ 15m london en Cibeles bio link @ : P ,2531,1
positive,0.53,3,3,1,London # riot spread Jewish community bio link @ : P ,2532,1
neutral,0.9324324324324325,3,3,0,Please stop rioting_ London . Would like see # spur opener weekend ! ,2533,1
neutral,0.7857142857142857,2,2,0,@ popmagg crop dust London Lex . ,2534,1
positive,0.6794871794871795,1,1,0,Ever make love woman ya dream room.full money london ,2535,1
neutral,0.6666666666666666,0,0,0,@ aledsavedlatin birthday today suppose go see show london thursday ... feel way 0/10 . ,2536,1
positive,0.8562091503267973,16,16,1,La Wally_ Opera Holland Park_ London Prom 22_ Royal Albert Hall_ London Prom ... : Opera Holland Park_ tireless ... bio link @ : P ,2537,1
neutral,0.6831683168316832,9,4,0,TheOnlyWayIsGay @ samH_01 organize Search Rescue team scour London . ,2538,1
negative,0.7439024390243902,3,2,0,@ PurpleSwirl12 come London tomorrow wait till september : / ,2539,1
positive,0.6172839506172839,7,7,1,Riots London Alan Taylor Focus - Atlantic bio link @ : P # riots-in-london/100124/ â€¦ via @ in_focus ,2540,1
positive,0.7448979591836735,7,7,1,Linux Systems Administrator - London United Kingdom # job bio link @ : P ,2541,1
negative,0.6746987951807228,2,2,1,stupid cop cant handle Whats goin london get army ? : L ,2542,1
negative,0.9324324324324325,5,3,1,Ayeeeeeeeee y'all need watch CBS news . ! London crazy right now . ! ,2543,1
positive,0.6906474820143885,5,3,1,@ Susan_Rust could certainly lunch . team go DC London & vacation coming_ let setup future time ,2544,1
negative,0.8394160583941606,10,6,1,Mahiki marquee Cowes . Music truly_ utterly AWFUL . Wonder bad London - @ djsamyoung ? # cowes ooh fight break ... ,2545,1
negative,0.5714285714285714,2,2,0,Booked London day end month : ) ,2546,1
positive,0.7567567567567568,9,6,3,cssaus Walkonomics RT @ thisbigcity : Cycle superhighways London see # cycle increase 70 % bio link @ : P # LDN ,2547,1
neutral,0.8058252427184466,7,7,0,Watching news London : store Looted except Waterstone Book Store Tells something . ,2548,1
positive,0.7712418300653595,11,11,1,Weight Loss ... Shane Warne spill weight loss bean : Shane Warne London week / Pic : Snapper Media ... bio link @ : P ,2549,1
positive,0.8333333333333334,4,4,1,Haha good remember Chloe ! U still new London common ? ,2550,1
neutral,1.1304347826086956,0,0,0,que paso en london ? ._ . ,2551,1
negative,0.7246376811594203,4,4,0,meanwhile_ sit Montreal version Barbican_ hell happen London ? Sounds serious # tottenham chaos ... ,2552,1
positive,0.6991150442477876,6,6,1,Advertising Consultant ( Self Employed ) - London hire # career bio link @ : P ,2553,1
positive,0.6357142857142857,1,1,0,@ claycouture08 true . would love London go look like_ tho . def travel friendly_ much . ,2554,1
negative,0.5396825396825397,0,0,0,london bridge still fall # riot ? ,2555,1
neutral,0.618421052631579,1,1,0,Oh crikey ! afford go london 5 time end summer ,2556,1
neutral,0.6142857142857143,0,0,0,@ kyokskyoks know r london u give holler ! ,2557,1
neutral,0.803921568627451,0,0,0,someone plz tell whats happen london ? ! ,2558,1
positive,0.5619047619047619,5,3,0,@ AndAtLee lol bit crazy London mate Rioting loot go place ,2559,1
positive,0.7564102564102564,6,4,1,krystlebalboa Young_Oni Womz1 @ RawzArtilla dis london bed bug ere lol u find dat wer cum 4rm ( cont ) bio link @ : P ,2560,1
neutral,0.7027027027027027,3,2,0,@ DisturbedMee London ? ! ,2561,1
positive,0.803921568627451,15,8,3,DTN Singapore : Meggitt H1 profit 26 % Â£146.2m : ( LONDON ) British aircraft part supplier Meggitt post ... bio link @ : P ,2562,1
positive,0.8405797101449275,4,4,0,Watched enjoyed Attack Block- felt bit London nostalgia . ,2563,1
positive,0.627906976744186,6,5,1,@ LibertyLynx Prince Harry sort London bio link @ : P ,2564,1
positive,0.8151260504201681,9,7,1,Security Engineer ( Fortinet/Checkpoint/Juniper ) - London United Kingd ... # job bio link @ : P ,2565,1
neutral,0.8620689655172413,5,3,0,@ HaileyBurkitt around 10am . place aylmer/London Alia & Reuben basement . ,2566,1
neutral,0.6883116883116883,1,1,0,think fool wan na destroy whole London foolishness . ,2567,1
positive,0.7371794871794872,1,1,1,variety facial expression storytelling london festival streetphotography street candid # expression bio link @ : P ,2568,1
positive,0.6568627450980392,9,8,1,Little Italy Soho ( 21 Frith Street W1D 4_ London ) bio link @ : P ,2569,1
neutral,0.5073529411764706,3,3,0,word derive French verb _ meaning talk . French coalition ? # London ,2570,1
neutral,0.6363636363636364,2,0,0,@ _TarRae spirit ... anyway london ,2571,1
negative,0.7912087912087912,18,5,3,Riots London REASON man get KILLED COPS . dont young folk respond way ? ,2572,1
positive,0.5432098765432098,3,3,0,watch Rick Steves show miss London . live ? ,2573,1
neutral,0.7727272727272727,1,1,0,London rioting ? ,2574,1
positive,0.4971751412429379,6,4,2,BossJre iceprincezamani watch @ jaywonjuwonlo live performance London bio link @ : P RT ,2575,1
positive,0.7777777777777778,3,2,0,@ AliceeWhitee happen London ? : ) ,2576,1
positive,0.6442307692307693,3,3,1,Another paste southbank London graffiti # streetart bio link @ : P ,2577,1
positive,1.0273972602739727,3,2,0,pasarumput belajar dari London_apa London mesti belajar dr pasarumput : -P ,2578,1
positive,0.8352941176470589,4,4,0,@ Basma52 haha actually miss London soo much reason ... Ahh Barty time ,2579,1
positive,0.6834532374100719,10,8,1,One thing love New Yorkers ... proud . Hotel comment book today : London_ Roma & Brooklyn_ NYC ,2580,1
neutral,0.7755102040816326,4,1,0,@ MixkidMuzikDJ anymore . back london ,2581,1
negative,0.8584905660377359,4,2,0,@ TheBritishChick haha joka ! London crap n idiot messin place . yo riot pon idiot yes lol ,2582,1
positive,0.52,0,0,0,â€™ argument london # riot facebook_ â€™ sit special k watch develop ,2583,1
positive,0.7941176470588235,4,4,0,Apparently young men band together London right now_ work together . see Big Society action . # londonriots ,2584,1
neutral,0.6972477064220184,5,2,0,@ MyMindsOnBieber aint London bit camer u see manchester leeds birmingham ? ,2585,1
positive,0.8300653594771242,11,6,2,Texts boost malaria treatment African trial : LONDON ( Reuters ) - Sending daily text message reminder heal ... bio link @ : P ,2586,1
neutral,0.8043478260869565,3,2,0,@ EvelynLozada London get see ya ! ? ,2587,1
positive,0.6805555555555556,14,2,1,@ FAROOQAMIN it's'DXB London_ sure forget word . ,2588,1
positive,0.7088607594936709,2,2,0,Something interest go London_ much excite phone hacking ,2589,1
positive,0.41509433962264153,11,8,2,TV Pixie | Regional News Weather BBC1 ( London ) 0 bio link @ : P ,2590,1
positive,0.46511627906976744,4,4,1,London Rioters Rioting ? bio link @ : P ,2591,1
positive,0.8518518518518519,2,2,0,Black chick London < 3 ,2592,1
positive,0.8104575163398693,12,10,2,Contract : Service Redesign Commissioning Manager_ Â£400 Â£600 /d - London_ England : client_ NHS ... bio link @ : P # London ,2593,1
negative,0.5333333333333333,5,2,1,@ StephenNolan BBC seem fixated london manchester place trouble cause . ,2594,1
positive,0.8283582089552238,7,6,0,@ CaroleBeckford saw clip ur Daegu London Launch speech.. # agree Good point raise . Let see investment come.. ,2595,1
positive,0.6448598130841121,4,3,0,Lauren London pretty # NoLie like baby husband . love whole life : ( ,2596,1
neutral,0.9347826086956522,5,5,0,Several riot hit London_ Croydon_ Birmingham Liverpool . stopthehate # nomoreviolence ,2597,1
neutral,0.5625,0,0,0,london 3:30 meet guys # ottfilms take pic around city ,2598,1
positive,0.8716216216216216,15,13,2,Selby jennings london Job Investment Bank ( London ) Analyst Commodity Trade Finance Credit Analys ... bio link @ : P BFA job 75 ,2599,1
positive,0.7023809523809523,6,5,1,Sanya Richards-Ross_ Americans shine London bio link @ : P ,2600,1
positive,0.7313432835820896,4,2,1,@ ramseur oh im addict . lol shisha joint every corner London . hit NYC shisha place please : ) x ,2601,1
negative,0.7837837837837838,9,4,2,WTF ? ! RT @ UKRiots : 1700 police officer streets London tonight 5000 royal wedding . ,2602,1
negative,0.7692307692307693,3,3,0,Crazy happen North London ... ,2603,1
positive,0.7191780821917808,9,8,1,David Cameron George Osborne defy history remain ... - bio link @ : P - London UnitedKingdom # Political ,2604,1
neutral,1.0689655172413792,5,1,0,@ MaziMontana_BAG london towne ,2605,1
positive,0.7755102040816326,11,11,0,# tottenham chaos Goiing Crazy Right police Cnt Anythink & host # olympics Lool World Welcome 2 London Fire Lit ! ,2606,0
positive,0.7054263565891473,1,1,0,@ trevj77 London bus wi-fi - page wo load long needed_ point three load quick succession . ,2607,1
negative,0.8014705882352942,9,8,0,Lunch Little Venice @ JessFoulds12 walk/siesta Hyde Park_ roam London_ dinner Jamie workeditoff # perfectday ,2608,1
neutral,0.868421052631579,2,2,0,Com'on London ... get together . ,2609,1
positive,0.813953488372093,0,0,0,@ stjamesx hey ! also london.. : ) ,2610,1
positive,0.6370370370370371,0,0,0,boy london tawn & one lad could get club trainer thanks enti whose shoe buy mcdonalds ,2611,1
neutral,0.7777777777777778,0,0,0,prayer london ,2612,1
neutral,0.9338235294117647,8,5,0,Reports ongoing loot arson # Brixton ( s.London ) # Edmonton ( n.London ) # Dalston ( e.London ) . Police respond sporadically ,2613,1
positive,0.5517241379310345,8,6,2,SheniDavis choccitymusic Iceprincezamani Brym_o watch @ jaywonjuwonlo live performance London bio link @ : P RT ,2614,1
positive,0.7083333333333334,10,3,1,like @ YouTube video bio link @ : P London-Riots-Manchester-Riot-Police-Catch-Bikers ,2615,1
negative,0.7931034482758621,0,0,0,happend tottenham : miss something ? # london ,2616,1
positive,0.9642857142857143,3,1,0,@ JuicedUp_London lol shut ,2617,1
negative,0.5949367088607594,2,2,0,Riots go place one care . London selfish loool ,2618,1
negative,1.0425531914893618,1,1,0,Hey que mi bb se quizo quedar en london.. # fail ,2619,1
neutral,0.7910447761194029,5,2,0,@ xMacLipssMookie wait till London come Imma catch ! ,2620,1
neutral,0.8108108108108109,16,4,1,London_ Birmingham_ Liverpool.. next ? riot # YOURNOBELFAST ,2621,1
negative,0.8666666666666667,7,5,1,WTF Rioting ? London Becoming Fucked . ,2622,1
positive,0.7482993197278912,8,6,2,Stock market reverse early gain bleak US manufacturing ... - bio link @ : P - London UnitedKingdom # Business ,2623,1
positive,0.7230769230769231,10,10,1,Blues Kitchen ( 111-113 Camden High Street_ btw Delancy Mary Terrace_ London ) bio link @ : P ,2624,1
negative,0.7326732673267327,2,1,0,@ SkyNews london middle madness mad know # bizziesgettinghadoffeverywhere ,2625,1
positive,0.7849462365591398,4,1,0,@ _SwishAndFlick_ good . dad work London say see smoke office window : / ,2626,1
positive,0.9574468085106383,0,0,0,@ vickybabezz lool part wat ov london u live ,2627,1
neutral,0.5869565217391305,4,3,0,@ London_Lola Pick Phone ? ,2628,1
neutral,0.6272727272727273,4,3,0,Anyone know volunteer coordination morning ? London go # LondonRiots ,2629,1
positive,0.6513157894736842,10,10,1,Photoset Paris City Louvre Friday : London roommate ( Laci Tess ) take Eurostar ... bio link @ : P ,2630,1
positive,0.8793103448275862,11,7,0,Boombox concert McFLY London Live ! August_12 20H Brazil tommcfly Dannymcfly dougiemcfly @ mcflyharry ,2631,1
neutral,0.75,2,1,0,@ Remel_London send tape mine release today possibly try get . ,2632,1
neutral,0.84,4,2,0,@ Dime_London looll daft cow ... # MooMoo ,2633,1
neutral,0.6226415094339622,7,1,0,give host 2012 Olympics ..LONDON ,2634,1
negative,0.4827586206896552,0,0,0,tire long day london mum si dad 1st day london 4years x ,2635,1
positive,0.74,9,9,1,New development Jack London Square - San Jose Mercury News bio link @ : P ,2636,1
negative,0.5581395348837209,0,0,0,world go mad say london ,2637,1
positive,0.7686567164179104,8,6,2,Forecaster back UK austerity drive despite slowdown - bio link @ : P - London UnitedKingdom # Business ,2638,1
positive,0.7764705882352941,8,8,1,London Riots : Social Media Mobilizes Riot Cleanup bio link @ : P ,2639,1
neutral,0.7272727272727273,2,2,0,15 day London town ... Weeeeeee ,2640,1
positive,0.6666666666666666,43,11,8,REMEL LONDON GIVES TIPS YOUNG & FABULOUS CHECK ! : Young â€™ N'Fabolous Clothing_ ow ... bio link @ : P ,2641,1
